NID,BEH_NUM,NOM,KOLSAMPLE,DATA_REC,AUT_REC,NAZ,SPUT,AGE,STR,GEOGRAPHY,SIZE1,SIZE2,SIZE3,WEIGHT,PRESERV,PREPAR,NAME_KOL,NOM_KOL,NAME_KAT,NOM_KAT,AUT_FIND,AGE_FIND,FAMIL_DEL,YEAR_DEL,DESCR,LITERAT,LON,LAT
29334,0006-0115,58863,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,"6,3","6,3","0,4",,средняя,,Разумовский,525,,,Разумовский,,МГРИ,до 1858,"желтый с белыми прожилками,мелкорисунчатый;квадратн.плитка,полир.с одной стороны;края отбиты!",,10.349284,44.954457
29335,0006-0116,58864,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,"6,6","6,6","0,4",,средняя,,Разумовский,526,,,Разумовский,,МГРИ,до 1858,"зеленый,пестрый,брекчевый,густо пронизан карбонатными прожилками с лучистым зеленым амфиболом;квадратн.плитка,полир.с одной стороны;края слегка отбиты!",,10.349284,44.954457
29336,0006-0117,58865,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,"6,6","6,6","0,3",,хорошая,,Разумовский,528,,,Разумовский,,МГРИ,до 1858,"светлый, коричневато-белый с тонкими точечками,мягкими и тушистыми линиями,просвечивающий до прозрачного;квадратн.плитка,полир.с одной стороны",,10.349284,44.954457
29337,0006-0118,58866,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,"6,5","6,5","0,15",,средняя,,Разумовский,529,,,Разумовский,,МГРИ,до 1858,"розовато-желто-кремовый,теплого тона с желто-белыми прожилками,просвечивающими;квадратн.плитка,полир.с одной стороны;один угол отколот!",,10.349284,44.954457
29338,0006-0119,58867,1,1996,Андреева И.П.,Плитка-мрамор?,,,Италия,,"6,3","6,3","0,3",,хорошая,,Разумовский,530,,,Разумовский,,МГРИ,до 1858,"светлый розовато-бежевый,матовый,слегка пятнистый,совершенно непрозрачный;квадратн.плитка,полир.с одной стороны",,10.349284,44.954457
29339,0006-0120,58868,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,"6,3","6,3","0,4",,плохая,,Разумовский,535,,,Разумовский,,МГРИ,до 1858,"темно-янтарный,просвечивающий,с кругыми концентрическими зональнымиобразованиями;квадратн.плитка,полир.с одной стороны,наклееннная на шифер;один угол отколот!",,10.349284,44.954457
29340,0006-0194,58869,1,1996,Андреева И.П.,Плитка-мрамор руинный,,,Италия,,"6,2","6,2","0,3",,плохая,,Разумовский,754,,,Разумовский,,МГРИ,до 1858,"светло-бежевый с концентрическими разводами и черными дендритами марганца;квадратн.плитка,полир.с одной стороны;2 угла отколоты,есть трещины",,10.349284,44.954457
29341,0006-0195,58870,1,1996,Андреева И.П.,Плитка-мрамор руинный,,,Италия,,"6,5","6,3","0,4",,плохая,,Разумовский,755,,,Разумовский,,МГРИ,до 1858,"красновато-бежевый;полосчатый с дендритами марганца по краю пластинки;квадратн.плитка,полир.с одной стороны;склейка-по трещине",,10.349284,44.954457
29342,0006-0196,58871,1,1996,Брюшкова Л.П.,Плитка-мрамор руинный,,,Италия,,"6,5","6,0","0,3",,хорошая,,Разумовский,757,,,Разумовский,,МГРИ,до 1858,"квадратн.плитка,полир.с одной стороны;мрамар коричневый",,10.349284,44.954457
29343,0006-0197,58872,1,1996,Брюшкова Л.П.,Плитка-мрамор,,,Италия,,"6,5","6,0","0,23",,хорошая,,Разумовский,760,,,Разумовский,,МГРИ,до 1858,"квадратн.плитка,полир.с одной стороны;мрамор белого цвета с коричневыми тонкими концентрическими полосами",,10.349284,44.954457
29344,0006-0198,58873,1,1996,Андреева И.П.,Плитка-мрамор руинный,,,Италия,,"6,5","6,2","0,3",,хорошая,,Разумовский,765,,,Разумовский,,МГРИ,до 1858,"светлый,розовато-бежевый,концентрич.полосчат.; квадратн.плитка,полир.с одной стороны",,10.349284,44.954457
29345,0006-0199,58874,1,1996,Андреева И.П.,Плитка-мрамор руинный,,,Италия,,"6,6","6,2","0,4",,хорошая,,Разумовский,767,,,Разумовский,,МГРИ,до 1858,"светло-серый,тонкополосчатый с секущими тонкими прожилками сутуровым швом;квадратн.плитка,полир.с одной стороны",,10.349284,44.954457
29346,0006-0200,58875,1,1996,Андреева И.П.,Плитка-мрамор руинный,,,Италия,,"6,7","6,4","0,4",,хорошая,,Разумовский,б/N(749-768),,,Разумовский,,МГРИ,до 1858,"зеленовато-бежевый с коричневым рисунком и тонкими черными дендритами марганца;квадратн.плитка,полир.с одной стороны",,10.349284,44.954457
29347,0006-0201,58876,1,1996,Андреева И.П.,Плитка-мрамор нижнетагильский,,,Россия,"Урал,Нижний Тагил","6,8","6,8","1,2",,хорошая,,Разумовский,793,,,Разумовский,,МГРИ,до 1858,"сиреневато-серый,брекчевидный с белыми кристаллобластовыми вкраплениями;квадратн.плитка,полир.с одной стороны",,59.972211,57.907605
29348,0006-0202,58877,1,1996,Андреева И.П.,Плитка-мрамор,,,Россия,Урал?,"6,8","6,8","1,2",,хорошая,,Разумовский,б/N(780-816),,,Разумовский,,МГРИ,до 1858,"серый с черными волнистыми разводами и охристыми пленками;квадратн.плитка,полир.с одной стороны",,55.641218,51.73262
29349,0006-0203,58878,1,1996,Андреева И.П.,Плитка-мрамор,,,Россия,Урал?,"6,8","6,8","1,2",,хорошая,,Разумовский,б/N(780-816),,,Разумовский,,МГРИ,до 1858,"темно-серый,полосчатый;квадратн.плитка,полир.с одной стороны",,55.641218,51.73262
29350,0006-0204,58879,1,1996,Андреева И.П.,Плитка-мрамор анжелинский,,,Россия,Урал,"6,8","6,8","1,2",,хорошая,,Разумовский,б/N(814-815),,,Разумовский,,МГРИ,до 1858,"светло-желтый с белым,крупнокритсаллический;квадратн.плитка,полир.с одной стороны",,55.641218,51.73262
29351,0006-0121,58880,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,"6,5","6,2","0,4",,хорошая,,Разумовский,672,,,Разумовский,,МГРИ,до 1858,"охристо-желтый,пронизан сетью ветвящихся прожилков,с пятнами коричневато-светлого цвета;квадратн.плитка,полир.с одной стороны,наклееннная на шифер",,10.349284,44.954457
29352,0006-0122,58881,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,"6,5","6,3","0,4",,хорошая,,Разумовский,673,,,Разумовский,,МГРИ,до 1858,"зеленый, темно-зеленый с пятнами белого(просвечивающего)и бурым;квадратн.плитка,полир.с одной стороны",,10.349284,44.954457
29353,0006-0123,58882,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,"6,5","6,2","0,4",,плохая,,Разумовский,674,,,Разумовский,,МГРИ,до 1858,"пестрый, в голубовато-серо-коричневых тонах брекчиевый,с различными включениями  и вкрапленностью сульфидов;квадратн.плитка,полир.с одной стороны;редкая окраска и рисунок;один угол отколот!",,10.349284,44.954457
29354,0006-0205,58883,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,"5,3","5,2","0,6",,хорошая,,Разумовский,б/N,,,Разумовский,,МГРИ,до 1858,"зеленовато-коричневый с белыми прожилками;маленькая квадратн.плитка,полир.с одной стороны",,10.349284,44.954457
29355,0006-0206,58884,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,"5,3","5,3","0,6",,хорошая,,Разумовский,б/N,,,Разумовский,,МГРИ,до 1858,"зеленовато-коричневый с белыми прожилками;маленькая квадратн.плитка,полир.с одной стороны",,10.349284,44.954457
29356,0006-0207,58885,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,"6,2","6,2","0,3",,хорошая,,Разумовский,б/N,,,Разумовский,,МГРИ,до 1858,"зеленовато-коричневый с белыми прожилками;маленькая квадратн.плитка,полир.с одной стороны",,10.349284,44.954457
29357,0006-0208,58886,1,1996,Андреева И.П.,Плитка-мрамор,,,Италия,,"6,0","6,0","0,4",,плохая,,Разумовский,761,,,Разумовский,,МГРИ,до 1858,"зеленовато-бежевый с темно-коричневым,руинный;квадратн.плитка,полир.с одной стороны;разбита на 2 части,выщерблена",,10.349284,44.954457
29358,0006-0209,58887,1,1996,Андреева И.П.,Плитка-мрамор(лумахелла),,,Австрия,,"7,1","6,9","1,2",,плохая,,Разумовский,748,,,Разумовский,,МГРИ,до 1858,"серый раковинный,лумахелла(Lumachella),с перламутровым блеском раковины;обломок плитки,полир.с одной стороны",,14.754613,47.69646
29359,0006-0210,58888,1,1996,Андреева И.П.,Плитка-мрамор,,,,"Арденны,St.Remi","7,6","5,6","0,8",,хорошая,,Разумовский,б/N(698-702),,,Разумовский,,МГРИ,до 1858,"серый с бежевым и с белыми прерывистыми прожилками;прямоуг.плитка,полир.с одной стороны",,4.15593,49.42381
29405,0001-0968,59099,1,1996,Андреева И.П.,Плитка-мрамор,,,,,"6,8","4,5","0,6",,хорошая,,Разумовский,3494(20),,,Румянцев Н.П.,XVIII-XIX,"Румянцевский музей,МГРИ",1899-1911,"зеленовато-коричневый,пятнистый с золотистыми бледно-розовыми прожилками;прямоугольная плитка,отполированная с одной стороны",,,
29406,0006-0239,59133,1,1996,Андреева И.П.,Плитка-мрамор,,,Россия,Карелия,9.9,7.9,0.9,,хорошая,,Разумовский,775,,,гр.Разумовский,до 1837,"Молошников,МГРИ",до 1858,"серый-темно-серый с белыми просвечивающими разводами светло-зелеными пятнами;прямоугольная плитка,отполированная с одной стороны",,33.232608,63.621324
29407,0006-0240,59134,1,1996,Андреева И.П.,Плитка-мрамор,,,Россия,Карелия,9.9,7.9,0.9,,хорошая,,Разумовский,778,,,гр.Разумовский,до 1837,"Молошников,МГРИ",до 1858,"белый-кремово-белый с розово-сиреневыми пятнами;прямоугольная плитка,отполированная с одной стороны",,33.232608,63.621324
29408,0006-0241,59135,1,1996,Андреева И.П.,Плитка-мрамор,,,Россия,Карелия,"9,9","7,9","0,9",,хорошая,,Разумовский,б/N(771-779),,,гр.Разумовский,,МГРИ,до 1858,"черный с белыми незначительными разводами;прямоугольная плитка,отполированная с одной стороны",,33.232608,63.621324
29409,0006-0242,59136,1,1996,Андреева И.П.,Плитка-мрамор,,,Россия,Карелия,"9,9","7,9","0,9",,хорошая,,Разумовский,б/N(771-779),,,гр.Разумовский,,МГРИ,до 1858,"темно-серый до светло-серого.волнисто-полосчатый;прямоугольная плитка,отполированная с одной стороны",,33.232608,63.621324
29410,0006-0243,59137,1,1996,Андреева И.П.,Плитка-серпентинит(змеевик),,,Россия,Карелия,"9,9","7,9","0,9",,хорошая,,Разумовский,б/N(771-779),,,гр.Разумовский,,МГРИ,до 1858,"темно-зеленый до черного с голубовато-белыми прожилками;прямоугольная плитка,отполированная с одной стороны;один угол отколот!",,33.232608,63.621324
30298,0006-0264,60507,1,1996,Матиас В.В.,Арагонит,,,Чехия,Карлсбад,8.5,7.0,3.0,,средняя,,Разумовский,470,,,Разумовский Г.К.,до 1837,Молошников П.,1858,"образец представлен большим отшлифованным арагонитом с желтовато-красновато-коричневым оттенком (реакция с HCL - пол.), по краям видна полосчатость, выраженная чередованием тонких белых и красновато-коричневых полос; трещины в образце; арагонит слагает туф-шпрудельштейн; образец трещиноватый",,12.867441,50.230917
30631,0006-0316,60846,1,1996,Руднев В.В.,Золото,Арсенопирит,,Румыния,Transylvania,30,30,17,,хорошая,,Разумовский,1,,,Разумовский Г.К.,1837 до,"Молошников,МГУ",1858,Золото в виде дендритов и обильная вкрапленность м/з арсенопирита? в м/з темно-сером трахите;,,24.302788,45.942138
30892,0006-0327,61114,1,1996,Матиас В.В.,Арагонит,,,Австрия,"Каринтия, Huttenberg",30,22,15,,хорошая,,Разумовский,449-456?,,,Разумовский Г.К.?,до 1837,Молошников,до 1858,"образец плоский (но с 'буграми') треугольной формы, на поверхности светло-серые и молочно-белые 'червячки'(в большом количестве) арагонита (или кальцита?) в виде известковой накипи, но с наличием мелких сталактитов, в сечении 'червячка' видно, что арагонит имеет радиально-лучистое строение",,14.548557,46.939845
31426,0006-0348,61652,ро,1996,Брюшкова Л.П.,Пластина - мрамор руинный,,,Италия,,,,,,плохая,,Разумовский,770,,,,1858 до,,1858,Обломки пластины полированной сложена мрамором руинным темно-желтым с дендритами.,,10.349284,44.954457
31427,0006-0349,61653,ро,1996,Брюшкова Л.П.,Пластина - мрамор,,,Россия,"Урал, Горношитский",,,,,плохая,,Разумовский,789,,,,1858 до,,1858,"Обломки пластины, сложенной мрамором руинным темно-желтым с дендритами",,60.506583,56.674174
33549,0006-0370,1790,1,2003,Коноплева В.И.,Сфалерит,"Пирит, белые охры",,Румыния,Фельзобания,6,4,3,,плохая,фракция,Разумовский,?,,,Разумовский А.К.,до 1838,"Молошников,МГРИ,МГУ",1858,"образцы: наиболее крупный - изометричный, маленький - ромбовидный; это сростки крупных кристаллов сфалерита темнокоричневого, в тонком крае - красновато-коричневого; в большом обломке видны сростки желтого мелкокристаллического пирита; в пустотках - белые мучнистые охры; размер маленького образца: 3.5х2х1.2см; крупный образец в плохом состоянии - разбит глубокой трещиной и сильно крошится;",,24.302788,45.942138
33550,0006-0367,11414,1,2003,Руднев В.В.,Арагонит,,,Чехия,Karlovy Vary = Karlsbad(бывш.),8.5,6,2.5,,хорошая,,Разумовский,?,,,Разумовский А.К.,до 1835?,"Молошников,МГРИ,МГУ",1858,"грубо- и тонкополосчатый натечный агрегат арагонита (ониксоподобный) - послойное чередование бурых (лимонитизированных), белых и розоватых полос; образец имеет полированную плоскость;",,12.867441,50.230917
33551,0006-0368,11415,1,2003,Руднев В.В.,Арагонит,,,Чехия,Karlovy Vary = Karlsbad(бывш.),10,7,3,,хорошая,,Разумовский,0475,,,Разумовский А.К.,до 1935,"Молошников,МГРИ,МГУ",1858,пористый розовато-бурый арагонитовый агрегат 'обрастает' натечным полосчатым (ониксовидным) арагонитом - чередование волнистых белых плотных и сероватых с примесью глинистого минерала и радиально-лучистым строением полос; образец имеет полированную плоскость;,,12.867441,50.230917
33552,0006-0363,11396,1,2003,Руднев В.В.,Арагонит,Травертин,,Чехия,Karlovy Vary = Karlsbad(бывш.),10.5,9,2.2,,хорошая,,Разумовский,465-516,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,плотный белый грубополосчатый агрегат арагонита с радиально-волокнистым строением развивается на пористо-ноздреватом желтовато-коричневом травертине; образец имеет полированную плоскость;,,12.867441,50.230917
33553,0006-0366,11409,1,2003,Руднев В.В.,Арагонит,,,Чехия,Karlovy Vary = Karlsbad(бывш.),8,4.5,1.5,,хорошая,,Разумовский,508,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"волокнисто-полосчатый натечный арагонит (sprudelstein) - арагонитовый оникс, чередование желтовато-бурых и темнокоричневых полос с тонколучистым строением; образец имеет полированную плоскость;",,12.867441,50.230917
33554,0006-0364,11397,1,2003,Руднев В.В.,Арагонит,,,Чехия,Karlovy Vary = Karlsbad(бывш.),12.5,8,2.3,,хорошая,,Разумовский,495,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,полосчатый агрегат тонколучистого арагонита от белого до темно- и красновато-коричневого цвета цементирует? крупные обломки тонкозернистого карбоната; образец имеет полированную поверхность (плоскость);,,12.867441,50.230917
33555,0006-0365,11403,1,2003,Руднев В.В.,Арагонит,,,Чехия,Karlovy Vary = Karlsbad(бывш.),12,7.5,2.5,,хорошая,фракция,Разумовский,465-516,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"плотный, концентрически-тонкополосчатый натечный арагонит (sprudelstein) с окраской полос от белого до серого и буроватого; на естественной поверхности образца имеются 'присыпки' песчано-гравийного материала, полиминерального с большой долей кварца; образец имеет полированную плоскость на которой присутствует небольшая (~1х1см) каверна;",,12.867441,50.230917
33556,0006-0369,15734,1,2003,Руднев В.В.,Арагонит,Травертин,,Чехия,Karlovy Vary = Karlsbad(бывш.),8.5,5.5,1.8,,хорошая,,Разумовский?,497,,,Разумовский А.К.(?),до 1822?,"Молошников?,МГРИ",1858?,плотный белый местами розоватый неяснополосчатый арагонит (sprudelstein?) на пористо-кавернозном травертине; образец выпелен в виде неправильной формы пластины и имеет одну полированную плоскость;,,12.867441,50.230917
34403,0006-0374,4882,1,2003,Шамурина М.А.,Хризопраз,Порода окварцованная,,Польша,"Силезия,Шкляры",10.5,7,3,,хорошая,,Разумовский,194-198,,,Разумовский Г.К.,до 1837,"Молошников,МГРИ,МГУ",1858,"натечное почковидное выделение насыщенного зеленого хризопраза, спиленное по трем взаимно перпендикулярным плоскостям; на гладких поверхностях видны многочисленные мелкие трещинки и пустотки; естественная поверхность натечного просвечивающего хризопраза покрыта тонкой корочкой окварцованной породы - выыетрелой и ожелезненной",,,
34404,0006-0376,37004,1,2003,Матиас В.В.,Малахит,"Хризоколла, куприт, медь",,Россия,"Урал,Первоблагодатный рудн.",12,8,5,,хорошая,,Разумовский,334-338,,,Разумовский Г.К.,до 1837,"Молошников,МГРИ,МГУ",1858,"в образце брекчиевидной текстуры темнозеленый, часто волокнистый, реже голубовато-зеленый малахит, редко - совместно с хризоколлой - выделяется вокруг купритовых, иногда с самородной медью, обособлений, а так же кальцитовых агрегатов , куда эти минералы ( малахит и хризоколла) также проникают; кальцитовые кристаллы иногда в каолинитовой? 'рубашке'",,55.641218,51.73262
34405,0006-0377,37002,1,2003,Матиас В.В.,Хризоколла,"Малахит, куприт, кварц",,Россия,"Урал,Первоблагодатный руд.",11,6.5,2,,средняя,фракция,Разумовский,0338,,,Разумовский Г.К.,до 1837,"Молошников,МГРИ,МГУ",1858,"хризоколла - темнозеленая с поверхности и более светлых тонов на свежем сколе, - в виде плотного скрытокристаллического агрегата с реликтами буро-красного куприта, в ассоциации с черным лимонитом, тонкозернистым кварцем? и белым каолинитом; шарообразные выделения иногда имеют зональное строение: центр сложен малахитом, затем - хризоколлойи после этого - вновь малахитом с белым каолинитом и кварцем?; в образце - трещины",,55.641218,51.73262
34406,0006-0379,36997,1,2003,Матиас В.В.,Хризоколла,"Лимонит, гематит, гематит",,Россия,"Ср.Урал,Богословский окр.,Походяшинский руд.",8,7,6,,хорошая,,Разумовский,0112,,,Разумовский Г.К.,до 1837,"Молошников,МГРИ,МГУ",1858,"хризоколла зеленовато-серого цвета островками (3х2см) в смеси минералов, представленных бурым лимонитом, черным гематитом, красновато-бурым купритом и мелкими бесцветными кристаллами кварца",,,
34407,0006-0375,11399,1,2003,Руднев В.В.,Арагонит,Шпрудельштейн,,Чехия,Карловы Вары,11.5,7,4,,хорошая,,Разумовский,481,,,Разумовский Г.К.,до 1835,"Молошников,МГРИ,МГУ",1858,"крупнопочковидный агрегат, сложенный слойками до 3-4мм мощностью бледнорозоватого мелкошестоватого арагонита; на продольом срезе (полированная плоскость) образец имеет зонально-концентрическое строение                              - чередование розоватых и бурых (за счет оксидов железа) участков",,12.867441,50.230917
34408,0006-0378,2501,1,2003,Коноплева В.И.,Клейофан,"Кварц, барит",,Румыния,"Капник, Бая-Сприе",7.5,6.5,3,,хорошая,,Разумовский?,0116,,,Разумовский Г.К.?,до 1837,"Молошников,МГРИ,МГУ",1858,"образец - овальный обломок щетки кристаллов кварца и друзой хорошо оформленных кристаллов коричневато-желтого сфалерита (клейофана); размер их от 1см до 0.2-0.3см, с металлическим блеском, слегка просвечивающие; кварц - шестоватые, прозрачные и светлосерые; поверхность их неровная, с мелкой щеткой кварцевых и баритовых кристаллов; на сколе торца образца видны тонкие линзовидные включения халькопирита и тетраэдрита;",,23.704277,47.662924
34409,0006-0372,2486,1,2004,Коноплева В.И.,Сфалерит,Кварц,,Германия,Фрайберг,8.5,5,2.5,,хорошая,,Разумовский,421,,,Разумовский Г.К.,до 1837,"Молошников П.,МГРИ,МГУ",1858,"друза крупных кристаллов сфалерита черных, с блестящими ровными гранями; на сфалерите красиво смотряться булавовидные сростки мелких короткопризматических прозрачных кристаллов кварца; на некоторых гранях сфалеритовых кристаллов видны каплевидные микроскопические вростки прозрачного кварца;",,13.340799,50.914518
34410,0006-0371,2484,1,2004,Коноплева В.И.,Сфалерит,"Кварц, кальцит",,Германия,Фрайберг,6,4.5,4,,хорошая,,Разумовский,121,,,Разумовский Г.К.,до 1837,"Молошников,МГРИ,МГУ",1858,"друза кристаллов сфалерита и кварца; сфалерит - красновато-коричневые кристаллы размером от 1см и менее, хорошо оформленные, тетраэдрические; на их фоне великолепно смотряться головки белого кварца; на подошве друзы в межкристаллических пространствах видны мелкие пластинки белого кальцита;",,13.340799,50.914518
34411,0006-0380,2314,1,2003,Коноплева В.И.,Сфалерит,"Галенит, пирит",,Румыния,Koresbanya (гор.Металичи),22,12,8,,хорошая,,Разумовский,114,,,Разумовский Г.К.,до 1837,"Молошников,МГРИ,МГУ",1858,"сфалеритовая друза: кварц - крупные и мелкие матовые длиннопризматические светлосерые кристаллы до 4см высотой с хорошо оформленными полупрозрачными трехгранными головками; большинство кристаллов почти на всю длину покрыто присыпкой желтовато-серого барита; среди кварца местами видны мелкие серые кубики галенита; сфалерит - хорошо оформленные тетрагональные кристаллы до 1см, черные с поверхности,с металлическим блеском и штриховкой на гарнях,; под бинокуляром видно, что черная окраска обусловлена пленкой, покрывающей медово-желтые прозрачные кристаллы клейофана; в мелкокристаллической кварц-сфалеритовой массе основания друзы видны мелкие желтые вкрапленники пирита; образе в хорошем состоянии - приклеены только два кристалла кварца",,24.302788,45.942138
34868,0006-0373,2875,1,2004,Коноплева В.И.,Борнит,Кварц,,Румыния,"Банат, Догначка",5,3.5,3.5,,хорошая,,Разумовский,56-57,,,Разумовский Г.К.,до 1822,"Молошников,МГРИ,МГУ",до 1858,"округлый обломок кварц-борнитового прожилка с относительно ровным основанием и выпуклой двускатной верхушкой; борнит мелкокристаллический, темносерый, с характерной фиолетово-синей побежалостью; средиборнита видны вростки водяно-прозрачного и желтоватого кварца;",,20.5299,45.926599
35289,0006-0381,29036,1,2004,Коноплева В.И.,Кальцит песчанистый,,,Франция,Фонтенбло,45,25,19,28600,хорошая,,Разумовский,411,,,Разумовский Г.К.,до 1858,"Молошников,МГРИ,МГУ",1858,"огромная щетка гигантских кристаллов кальцита, содержащих примесь тонкозернистого песка; кальцит светлосерого цвета, размер кристаллов (ромбические таблички) - от 6см до 0.5см; четко видны три булавовидных сростка; из них самые крупные - краевые",,2.694533,48.405914
35290,0006-0382,62515,1,2004,Коноплева В.И.,Гематит,,,Германия,"Гарц, Зорге (Zorge)",22,18.5,13,,хорошая,,Разумовский,101,,,Разумовский Г.К.,до 1858,Молошников,1858,"сноповидный агрегат тонкопластинчатого гематита, имеющий в верхней части форму гигантского псевдокристалла с гладкими боковыми гранями и гладкой ячеистой верхней поверхностью с мягким металлическим блеском (отпечаток поверхнности с выпуклыми почками). Низ 'снопа' по диагонали темно красновато-коричневый, выше - пластинки гематита коричнневато-темносерые, почти черные. Образец разбит волосовидной трещиной, идущей почти параллельно оси образца.",,10.698351,51.692849
35521,0006-0383,62499,1,1996,Матиас В.В.,Берилл (аквамарин),Топаз,,Россия,"Забайкалье, Нерчинские горы",24.0,15.0,6.0,,хорошая,,Разумовский,309,,,Разумовский А.К.,до 1858,"Разумовский А.К.,МГРИ,МГУ",1858,"Берилл (аквамарин) в виде кристаллов в плохо образованной друзе с топазом и кварцем. Кристаллы (от 1 до 5см в длину) разноцветного (от голубого до голубо-серого) берилла - аквамарина длиннопризматического габитуса с вертикальной тонкой штриховкой, полупрозрачны, в мелких сколах -  прозрачны. Чаще кристаллы аквамарина наклонены к основанию друзы. Топаз образует в друзе участок, сложенный изометричными несколько вытянутыми серыми непрозрачными и полупрозрачными кристаллами со штриховкой. Кварц характеризуется кристаллами длиннопризматического габитуса, серого, темно-серого до почти черного цвета. Кристаллы непрозрачны до полупрозрачного в тонких сколах.",,116.200424,52.847258
36465,006-384,28763,1,2004,Языкова Ю.И.,Горный хрусталь,,,Франция,"Альпы, Дофине",58,30,17,7260,хорошая,,Разумовский,0153,,,Разумовский Г.К.?,до 1837,"Молошников П.,МГРИ,МГУ",до 1858,"Друза разноориентированных кристаллов кварца. Кристаллы прозрачные и полупрозрачные, бесцветные до беловатой окраски (преобладают последние), длинопризматические, псевдогексагонального габитуса с пирамидальной вершиной. Размер кристаллов от первых см до 15см в длину и до 5-7см в поперечнике. В основании друзы - жильный кварц. По описанию и весу соответствует коллекции гр.Разумовского, принадлежн",,-2.399463,48.301069
36466,006-385,29042,1,2004,Языкова Ю.И.,Горный хрусталь,,,Швейцария,Сен-Готард?,68,38,12,43800,хорошая,,Разумовский,0164,,,Разумовский Г.К.?,до 1837,"Молошников П.,МГРИ,МГУ",до 1858,"Щетка прозрачных кристаллов кварца слегка дымчатых на породе, вероятно граните(?) (зеленовато- и беловато-серый; кварц, ПШ). Кристаллы кварца разнонаправленные, призматические, размером от первых см до 7-8см в длину и до 3.5-4.0см в поперечнике. Толщина щетки 2-4 см, породы - 5-8см. В трех местах образца следы подклейки, по диагонали  - два следа от пилы 10 и 12см длиной. Нижний край образца спиле",,8.443732,46.812875
36567,006-0386,2293,1,2000,Коноплева В.И.,"Сфалерит, кварц, халькопирит",,,Румыния,Каоник,9,8,4.5,,хорошая,,Разумовский,117-118,,,Разумовский Г.К.,до 1837,"Молошников,МГРИ,МГУ",1858,"Образец- друза кристаллов сфалерита со щеточкой мелкокристаллического кварца. Сфалерит- хорошо оформленные кристаллы размером от 1 см и менее, с поверхности темносерые, покрытые металлической тонкой пленкой. На сколах видна светложелтая окраска, характерная для клеодана. На многих гранях видны ступеньки (следы роста). Низкие участки друзы заняты пусточками кварца белого шестоватого, размер кристаллов около 0.5см, местами они группируются в округлые ежики. На сколе среди кристаллов сфалерита видны мелкокристаллические включения светло-желтого халькопирита с характерной пестрой побежалостью.",,24.302788,45.942138
36635,0006-0387,1091,2,2005,Коноплева В.И.,Киноварь,Амальгама серебра,,Словения,Идрия,7,4.5,2,,хорошая,,Разумовский,133,,,Разумовский,до 1858,"Молошников,МГРИ,МГУ",1858,"два обломка зеленокаменной мелкозернистой породы, сильно трещиноватой; по трещинам мелкие кристаллы и корочки темнокрасной киновари и белые и прозрачные барита; среди киновари изредка видны тонкие серебристые пленки самородной ртути и единичные микроскопические каплевидные серебристые включения амальгамы; мелкий обломок - 4.52.51см;",,14.018309,45.999677
37933,0006-388,22229,1,2006,Матиас В.В.,Пироморфит,"Кварц, лимонит",,Германия,"Саксония, Фрайберг",14,8,5,,хорошая,,Разумовский,427,,,Разумовский,до 1837,"Молошников,МГРИ,МГУ",1858,"пироморфит в виде изумрудно-зеленых сфероидальных образований (до 0.5см в диаметре), слагающих тонкую корку на ячеистом агрегате кварца и лимонита;",,13.340799,50.914518
38169,0006-0389,1657,1,2007,Коноплева В.И.,Аргентит,Самородное серебро,,Чехия,Богемия,10.5,7.0,5.5,522,хорошая,,Разумовский,55,,,Разумовский Г.К.,до 1837,"Молошников,МГРИ,МГУ",1858,"Треугольный обломок серебрянной руды (барит-аргентитовая жила) с неровным ямчато-бугорчатым основанием и выпуклой верхушкой. Аргентит - железо-черный, м/зернистый или плотный, сливной слагает тончайшие линзовидные прожилки. Местами встречаются тончайшие зернистые блестящие свинцово-серые пленки самородного серебра. Вмещающая порода - плотный светло-серый до серого барит.",,15.52791,49.803795
